,State,Year,income,State.MinWage.Adj,Party,pregnancyrate1517,pregnancyrate1819,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionrate1517,abortionrate1819,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthrate1819,birthrate1519,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value.2020.Dollars
456,PA,2012,58625,8.17,R,20.8,66,117.2,148.6,138,65.6,14.6,5.7,17.9,29.1,23.1,14.3,8.2,2.9,38.6,23.7,71,102.6,101.9,47.1,9.5,8.17,8.17,229.594,8.17,8.17
457,RI,2012,63324,8.34,I,18.5,54.4,99.4,129.4,133.9,68.4,16,5.1,17.8,29.8,23.6,16.3,9.2,3.5,29.1,19.8,55.5,86.2,96.6,48.5,10.1,8.17,8.34,229.594,8.34,8.34
458,SC,2012,50150,0,R,27.4,91.2,135.1,148.8,114.4,52,11.6,6.1,15,20.9,20,11.8,7.1,2.5,62.3,36.4,93.4,105.7,84.5,36.8,7.3,8.17,8.17,229.594,0,0
459,SC,2012,50150,0,R,27.4,91.2,135.1,148.8,114.4,52,11.6,6.1,15,20.9,20,11.8,7.1,2.5,62.3,36.4,93.4,105.7,84.5,36.8,7.3,8.17,8.17,229.594,0,0
460,SD,2012,55813,8.17,R,21.5,75.9,134.1,192.4,139.9,56.5,11.2,1.6,6.8,9.5,8.6,5.5,2.5,1,57,33.5,103,152.4,111.5,44.8,8.4,8.17,8.17,229.594,8.17,8.17
461,TN,2012,48562,0,R,25.3,97.8,144.6,149.1,109.2,47.2,10.1,4.1,12.9,20.1,16.2,10,5.4,1.6,69.6,38.4,102.1,109.4,81.9,34.4,7,8.17,8.17,229.594,0,0
462,TX,2012,58649,8.17,R,32.8,109.5,151.5,157.8,127.1,62.4,15.7,4.3,16.3,24.1,19.4,12.4,7.1,2.7,76.3,44.2,104.1,113.7,94.6,45.5,10.6,8.17,8.17,229.594,8.17,8.17
463,US,2012,57623,,D,24,83.3,132.6,154.4,134.1,68.3,17.2,6.4,19.7,30,24.3,15.9,9.4,3.6,51.3,29.3,83,106.4,97.2,48.3,11.1,,,,,
464,UT,2012,65895,8.17,R,14.2,59.4,125.9,208.7,150.8,69.5,15.9,1.6,6.8,8.5,7.1,4.9,3.7,1.7,43.3,23.3,97.2,167.5,121.2,54.5,11.6,8.17,8.17,229.594,8.17,8.17
465,VA,2012,73001,8.17,R,17.9,69.4,129,150.8,143.5,75.1,18.8,5.1,19.5,33.6,26.5,18.7,10.9,4,40,22.9,76.6,101.4,102.4,52.6,12,8.17,8.17,229.594,8.17,8.17
466,VT,2012,62779,9.53,D,15.8,43.5,102.2,140,127.5,62.6,13,6.3,11.5,26.4,20.3,13.6,7.8,3,25.7,16.2,61,98.1,93.8,45,8.1,8.17,9.53,229.594,9.53,9.53
467,WA,2012,70239,10.18,D,20.9,74.3,122.8,152.9,137.5,71.9,17.9,7.4,21.2,28.1,21.3,13.8,8.4,3.4,42.5,23.3,76.7,108,101.9,52.2,11.8,8.17,10.18,229.594,10.18,10.18
468,WI,2012,59952,8.17,R,15.6,53.9,103.3,155.4,132.9,58.4,12.4,2.9,8,14.3,11.2,7.1,4.5,1.7,37.6,21.8,73,119.3,104.2,44.6,8.8,8.17,8.17,229.594,8.17,8.17
469,WV,2012,49192,8.17,D,27.6,105.8,142.5,153.2,97.7,37.6,7.5,3.2,10.7,16.6,13,8.1,4,1.2,78.4,43.9,103.5,115.8,74,27.7,5.1,8.17,8.17,229.594,8.17,8.17
470,WY,2012,64959,5.8,R,20.1,92.1,139.9,166.1,115.6,50.5,11.6,3.6,12.1,15.6,12,7.9,5,2.2,65.7,34.9,102.3,127.4,89.1,37.5,7.6,8.17,8.17,229.594,5.8,5.8
471,AK,2013,68045,8.61,R,19.6,96.1,159.3,170.4,137.5,71.1,18.8,5.8,17.6,21.7,17,10.3,6,2.3,64,30.6,112.9,126.5,105.1,53.8,13.6,8.05,8.61,232.957,8.61,8.61
472,AL,2013,46057,0,R,22.1,86.6,134.7,147.6,103.6,41.8,8.4,3,11.7,16.2,13.5,8.3,4.2,1.2,61.5,34.2,97.4,110.6,78.7,31,5.9,8.05,8.05,232.957,0,0
473,AL,2013,46057,0,R,22.1,86.6,134.7,147.6,103.6,41.8,8.4,3,11.7,16.2,13.5,8.3,4.2,1.2,61.5,34.2,97.4,110.6,78.7,31,5.9,8.05,8.05,232.957,0,0
474,AR,2013,44430,6.94,D,25.6,108.1,151.1,154.3,101,43,9.6,3.4,9.6,14.6,13.3,8.6,4.7,1.9,81.3,43.1,112.5,116.5,76.3,31.5,6.3,8.05,8.05,232.957,6.94,6.94
475,AR,2013,44430,6.94,D,25.6,108.1,151.1,154.3,101,43,9.6,3.4,9.6,14.6,13.3,8.6,4.7,1.9,81.3,43.1,112.5,116.5,76.3,31.5,6.3,8.05,8.05,232.957,6.94,6.94
476,AZ,2013,56320,8.66,R,21.6,84.8,131.9,157.5,123.7,63.2,15.4,3,12.3,19.1,16.5,11.2,6.8,2.5,59.4,33,92.4,116.2,92.8,46.5,10.6,8.05,8.66,232.957,8.66,8.66
477,CA,2013,64028,8.88,D,21.5,77.3,124,147.8,146.1,86.4,24.1,7.5,24.7,37.9,30.8,20.4,12,4.5,41.8,23.5,68.6,94.9,103.1,61.1,16,8.05,8.88,232.957,8.88,8.88
478,CA,2013,64028,8.88,D,21.5,77.3,124,147.8,146.1,86.4,24.1,7.5,24.7,37.9,30.8,20.4,12,4.5,41.8,23.5,68.6,94.9,103.1,61.1,16,8.05,8.88,232.957,8.88,8.88
479,CO,2013,70531,8.64,D,18.5,64.5,111.4,135.1,129,70,16.4,4.2,14.3,21.7,16.3,9.9,6,2.5,40.7,23.4,73,97.6,98.4,52.8,11.4,8.05,8.64,232.957,8.64,8.64
480,CT,2013,75440,9.16,D,15.7,48,104.9,140.4,150.4,80,19,7.4,19.8,38.6,33.1,20.1,11,3.5,21.9,12.9,52,86.7,106.9,56.5,12.6,8.05,9.16,232.957,9.16,9.16
481,DC,2013,67531,,D,62.6,70.7,113.5,74.5,113.6,97.5,34.3,30.9,23.5,41.2,21.3,16.7,12.5,5.4,37.3,32,56.9,42.6,79.3,69.8,23.6,,,,,
482,DE,2013,58119,8.05,D,24.1,74.3,126.4,154,141.8,66.3,15.6,8.8,23.5,33.7,27.6,18.4,10.7,3.3,40.4,24.4,74.4,103,101.3,45.5,10,8.05,8.05,232.957,8.05,8.05
483,FL,2013,53297,8.65,R,21.3,82.5,134.7,154.9,132.6,68.6,17.8,7.6,25.7,37.2,30.9,20.6,11.8,4.1,45.2,24.5,78.1,100.7,91.6,46.4,11,8.05,8.65,232.957,8.65,8.65
484,FL,2013,53297,8.65,R,21.3,82.5,134.7,154.9,132.6,68.6,17.8,7.6,25.7,37.2,30.9,20.6,11.8,4.1,45.2,24.5,78.1,100.7,91.6,46.4,11,8.05,8.65,232.957,8.65,8.65
485,GA,2013,52799,5.72,R,22,84.8,142.3,154.5,125.3,62.2,15.5,5,17.3,28.3,25,16.9,9.7,3.2,54.8,30.4,92.6,105.8,88.9,42.9,9.9,8.05,8.05,232.957,5.72,5.72
486,HI,2013,68347,8.05,D,19.3,84.6,146.3,156.6,136.7,89.3,24.3,6.1,24.3,32.7,22.7,12.8,8.5,3.9,48.2,25.1,92,109.7,102.2,66.6,16.7,8.05,8.05,232.957,8.05,8.05
487,IA,2013,61053,8.05,R,14.7,54.1,110.6,180.9,136,54.4,11,2.7,7.5,12.8,10.7,7.1,4.3,1.6,38.1,22,80.4,140.9,106.9,41.3,7.7,8.05,8.05,232.957,8.05,8.05
488,IA,2013,61053,8.05,R,14.7,54.1,110.6,180.9,136,54.4,11,2.7,7.5,12.8,10.7,7.1,4.3,1.6,38.1,22,80.4,140.9,106.9,41.3,7.7,8.05,8.05,232.957,8.05,8.05
489,ID,2013,57616,8.05,R,13,70.5,141.3,180.7,123.5,56.1,13.4,1.8,8,12.1,8.9,4.5,3.7,1.5,51.4,25.7,106.7,142.4,98.8,43.3,9.8,8.05,8.05,232.957,8.05,8.05
490,IL,2013,63659,9.16,D,21.7,75.2,116.8,141.4,139.6,73.3,17.7,7,20.2,29.5,24.1,15.5,9.3,3.4,44.1,24.7,70.4,95.8,102.1,52.6,11.7,8.05,9.16,232.957,9.16,9.16
491,IN,2013,56265,8.05,R,19.4,75.1,127.8,160.8,117.7,51.1,10.6,2.8,8.6,13.9,12.3,7.8,4.5,1.4,54.8,30.2,93.7,122.7,90.9,38.4,7.6,8.05,8.05,232.957,8.05,8.05
492,KS,2013,57302,8.05,R,17.5,73.6,124.9,168.6,129.9,57,12.6,2.2,7.5,12.6,10.9,7.2,4.3,1.5,54.5,29.6,92.5,130.5,101.6,43.6,9.2,8.05,8.05,232.957,8.05,8.05
493,KY,2013,46922,8.05,D,22.5,96.3,138,152.4,108.3,44.6,9.3,2.4,8.3,11.3,8.8,6.4,3.4,1.1,72.7,39,104.7,119,84.4,34,6.8,8.05,8.05,232.957,8.05,8.05
494,LA,2013,44099,0,R,25.1,99.4,148.3,153.1,110.3,49.5,10.9,3.9,11.1,17.9,16.3,10,5.7,1.9,72.6,39.3,107.2,112.6,82.7,35.9,7.4,8.05,8.05,232.957,0,0
495,MA,2013,70077,8.88,D,12.1,38.7,81.2,112.9,151.9,89.6,21.6,4.5,14.7,29,23,16,10.1,4,18.8,11.9,41.1,73,111.9,65.4,14.3,8.05,8.88,232.957,8.88,8.88
496,MA,2013,70077,8.88,D,12.1,38.7,81.2,112.9,151.9,89.6,21.6,4.5,14.7,29,23,16,10.1,4,18.8,11.9,41.1,73,111.9,65.4,14.3,8.05,8.88,232.957,8.88,8.88
497,MD,2013,72636,8.05,D,21.7,71,131.6,152.9,149.3,82.3,20.6,9.8,27.6,46.5,33.3,21.6,12.6,4.1,33.9,19.3,67,96.9,104.6,57,13.4,8.05,8.05,232.957,8.05,8.05
498,ME,2013,55784,8.33,R,13.7,51.3,111.3,145.2,119.2,53.1,12.1,4.7,12,20.3,16.4,9.2,5.3,2.5,31.7,17.4,74.1,106,90.9,39.4,7.8,8.05,8.33,232.957,8.33,8.33
499,MI,2013,54315,8.22,R,18,69.9,122.6,164.4,134,60.4,13.8,4.9,17.6,28.3,23.4,14.8,8.6,3.1,42.1,23.5,76.3,115.5,98.1,42.4,8.6,8.05,8.22,232.957,8.22,8.22
500,MN,2013,67789,5.83,R,11.5,48,98.9,161.2,152.1,70.7,15.3,2.5,10.2,17.6,13.9,9.2,5.4,2.1,30.7,16.8,66.3,121.6,118.3,54,10.8,8.05,8.05,232.957,5.83,6.83
501,MO,2013,55996,8.16,D,18.3,80.1,127.9,154.7,120.7,52.1,10.9,2.9,11.9,17.5,13.3,8.8,4.7,1.7,55.9,30,90.5,116.7,92.5,39.1,7.5,8.05,8.16,232.957,8.16,8.16
502,MS,2013,45466,0,R,27.6,101.1,152,156.8,98.6,38.7,8.3,4,10.7,17.9,16.3,9.8,4.5,1.2,74.4,42.2,110.2,115.7,73.1,28.1,5.8,8.05,8.05,232.957,0,0
503,MT,2013,49119,4.44,D,19.2,73,126.2,166.1,124.1,59.1,12.2,3.7,11.8,15.7,13.2,8.5,5.6,2,50,27.8,90.8,126.4,95.6,44.1,8.4,8.05,8.05,232.957,4.44,8.66
504,NC,2013,45864,8.05,R,20.8,77.3,134.8,149.1,124.1,59.1,13.2,4.7,15.7,26.3,21.5,13.9,7.8,2.6,50,28.4,88.2,104.6,90.7,42.1,8.7,8.05,8.05,232.957,8.05,8.05
505,ND,2013,58864,8.05,R,14.6,57.7,106.8,192,146.7,61.2,11.5,2.4,6.8,10.4,9.3,6.2,3.8,1.1,41.9,24.4,79.4,151.5,116.6,47.5,8.5,8.05,8.05,232.957,8.05,8.05
506,NE,2013,59850,8.05,R,16.1,60.9,118.1,181.6,141.8,62.4,13.5,2.2,7.9,12.7,10.5,6.6,3.6,1.3,43.5,24.9,86.8,141.7,112.1,48.7,10,8.05,8.05,232.957,8.05,8.05
507,NH,2013,79381,8.05,D,9.7,38.2,80.9,135.3,133,63.4,12.7,3.7,10,17.7,15.8,9.7,6.2,2,22.6,12.5,51.2,98.2,101.9,47.2,8.7,8.05,8.05,232.957,8.05,8.05
508,NJ,2013,68763,8.05,R,18.2,64.7,124.3,161.8,170.6,93.5,22.9,9.1,28.5,49.5,42.1,27,14.8,5.3,27.8,14.9,58.2,96.3,117.5,64.4,14.2,8.05,8.05,232.957,8.05,8.05
509,NJ,2013,68763,8.05,R,18.2,64.7,124.3,161.8,170.6,93.5,22.9,9.1,28.5,49.5,42.1,27,14.8,5.3,27.8,14.9,58.2,96.3,117.5,64.4,14.2,8.05,8.05,232.957,8.05,8.05
510,NJ,2013,68763,8.05,R,18.2,64.7,124.3,161.8,170.6,93.5,22.9,9.1,28.5,49.5,42.1,27,14.8,5.3,27.8,14.9,58.2,96.3,117.5,64.4,14.2,8.05,8.05,232.957,8.05,8.05
511,NM,2013,46887,8.33,R,33.2,103,144.4,149.1,104,52.4,12.9,6,13.2,18.6,15.2,9.7,5.5,2.2,73.7,43,103.3,110.3,77.7,38.6,8.8,8.05,8.33,232.957,8.33,8.33
512,NV,2013,50495,8.05,R,21.4,97.5,145.8,150.8,125.7,67.3,22.6,5.7,21.2,32,24,15.8,11.4,8,61.8,30.8,92.1,103.7,90.3,45.7,11.5,8.05,8.05,232.957,8.05,9.16
513,NY,2013,59927,8.05,D,24.1,74.8,130.7,148.6,154.9,95.6,27.2,12.9,34.7,51.8,41.3,29.6,18.1,6.8,30.5,17.7,61.5,85.9,102,63.1,16.4,8.05,8.05,232.957,8.05,8.05
514,OH,2013,51641,8.72,R,18.4,74.8,129.6,155.6,127.3,56.7,12.2,4,13.4,21.4,17,10.8,6,2,50.1,27.2,88.4,114.1,96.2,41.7,8.3,8.05,8.72,232.957,8.72,8.72
515,OK,2013,48723,2.22,R,27.8,102.6,149.1,160.7,111.9,46.2,10.8,2.9,9.9,13.3,11.7,7.2,4.2,1.8,76.5,42.9,112.1,123.2,86.7,34.6,7.3,8.05,8.05,232.957,2.22,8.05
516,OR,2013,62669,9.94,D,16.9,64.1,109.7,139.1,123.1,64.6,15.8,4.8,14.4,20.5,17.3,10.8,6.6,2.5,40.2,21.8,72.6,100.1,92.7,47.8,10.8,8.05,9.94,232.957,9.94,9.94
517,PA,2013,60048,8.05,R,17.3,58.4,112.5,145.7,138.5,66.3,14.7,4.6,15.5,27.3,22.5,13.7,8.2,2.8,34.4,20.8,68.7,100.7,102.9,47.8,9.7,8.05,8.05,232.957,8.05,8.05
518,RI,2013,64344,8.61,I,15.7,48.3,87.5,130.3,133.9,71,16.9,4.2,15.3,25.9,22.9,15.3,9.6,3.1,26.2,17.5,49.2,87.6,97.5,50.4,11.2,8.05,8.61,232.957,8.61,8.61
519,RI,2013,64344,8.61,D,15.7,48.3,87.5,130.3,133.9,71,16.9,4.2,15.3,25.9,22.9,15.3,9.6,3.1,26.2,17.5,49.2,87.6,97.5,50.4,11.2,8.05,8.61,232.957,8.61,8.61
520,SC,2013,48692,0,R,23.8,81.6,131.5,147.5,117.4,52.9,11.5,5.9,13.6,21.4,18.4,12.6,6.9,2.5,55.5,31.7,90,106,86.3,37.7,7.3,8.05,8.05,232.957,0,0
521,SD,2013,60606,8.05,R,18,68.4,129.7,196.3,140.9,61.7,11.9,1.7,5.5,9.2,8.9,4.9,2.9,1.2,52,29.6,99.6,155.4,112.9,48.8,8.8,8.05,8.05,232.957,8.05,8.05
522,TN,2013,47301,0,R,22.1,89.9,138.8,149,112,47.7,10.6,3.5,11.7,18.9,15.9,10,5,1.9,64.2,34.8,98.3,109.6,84.2,35.2,7.1,8.05,8.05,232.957,0,0
523,TX,2013,59019,8.05,R,29.4,101.6,148.8,158.9,127.3,63.6,15.8,3.8,14.5,22.5,18.8,11.9,7.2,2.6,71.3,40.7,103.4,115.1,95.2,46.4,10.8,8.05,8.05,232.957,8.05,8.05
524,US,2013,57808,,D,20.8,76.2,127.6,152.1,134.2,68.9,17,5.5,18,28.2,23.3,15.2,9,3.3,47,26.4,80.6,105.4,97.8,49.2,11.2,,,,,
525,UT,2013,70082,8.05,R,12.1,54.6,121.3,204.4,153.9,69.3,15.2,1.5,6.5,8.4,7.1,5.2,3.2,1.5,39.6,20.8,93.4,163.8,123.5,54.9,11.3,8.05,8.05,232.957,8.05,8.05
526,VA,2013,75261,8.05,R,14.5,64.8,125.4,151.2,143.6,75.8,18.8,4.5,19,34,27.5,18.7,11.1,3.7,36.5,20.1,73.3,100.8,102.6,53,12.2,8.05,8.05,232.957,8.05,8.05
527,VT,2013,61039,9.55,D,12.7,43.8,92.8,136.9,126.7,68.9,14.2,6.2,13,22.4,20,12.5,9.7,2.2,24.6,14.5,56.7,95.8,94.2,48.6,9.8,8.05,9.55,232.957,9.55,9.55
528,WA,2013,66898,10.2,D,17.5,66.8,117.3,148.2,136.6,71.9,18.3,6.2,18.8,26.1,20,13.1,7.9,3.2,38.4,20.5,73.8,105.2,101.8,52.7,12.3,8.05,10.2,232.957,10.2,10.2
529,WI,2013,61502,8.05,R,12.6,50.3,97.5,155.1,133.8,59.1,11.7,2.2,7.7,12.9,11.3,6.4,4.2,1.4,34.8,19.5,69.4,118.9,105.7,45.4,8.5,8.05,8.05,232.957,8.05,8.05
530,WV,2013,44788,8.05,D,23.6,97.8,142,151.7,98.2,37.6,6.7,2.9,8.2,13.1,10.7,6.6,3.6,1.2,74,40.2,106.3,116.7,75.8,28,4.5,8.05,8.05,232.957,8.05,8.05
531,WY,2013,61994,5.72,R,18.7,75.6,140,167.5,113.5,49.1,11.9,2.7,9.5,13.5,10.9,6.8,4.4,1.8,54.3,29.9,104.3,129.6,88.4,36.9,8.3,8.05,8.05,232.957,5.72,5.72
532,AK,2014,74017,8.47,R,16,93.4,160.4,167.3,140,67,17.8,4,18.8,20.5,15.5,9.9,5.6,2.8,60.6,28.3,114.8,125.2,107.6,50.7,12.3,7.92,8.47,236.736,8.47,8.47
533,AL,2014,46272,0,R,20.8,82.3,134.5,151,110.2,44.5,8.7,3.2,10.9,16.4,13.7,8.5,4.4,1.3,58.6,32,97,113.3,84.1,33.1,6,7.92,7.92,236.736,0,0
534,AR,2014,49165,6.83,D,22.4,98.9,150.6,155.5,106.8,43.9,9.8,2.7,8.6,13.3,12.2,7.7,4.2,1.7,74.6,39.3,113.3,118.4,82,32.7,6.6,7.92,7.92,236.736,6.83,6.83
535,AZ,2014,53906,8.63,R,18.9,77.4,128.5,155.1,127.7,66.1,15.8,2.6,10.6,18.2,15.9,10.1,6.5,2.7,54.8,29.9,90.3,114.7,97.1,49.1,10.7,7.92,8.63,236.736,8.63,8.63
536,CA,2014,66201,9.83,D,18.9,69.3,119.9,146,149.1,90.2,24.6,6.7,21.6,35.7,29.8,19.6,12,4.3,38,21.1,67.1,94.3,106.3,64.2,16.5,7.92,9.83,236.736,9.83,9.83
537,CO,2014,66696,8.74,D,14.9,59.4,111.8,134.2,129.8,69.8,17.6,3.8,13.1,21.5,16.4,10.2,5.9,2.7,37.5,20.4,73.4,96.8,98.9,52.8,12.3,7.92,8.74,236.736,8.74,8.74
538,CT,2014,76788,9.51,D,14.3,43.5,97,143.2,154.2,83.3,19.9,7,18.1,36.6,33,20.8,11.7,3.9,19.7,11.5,47.3,89.1,109.5,58.7,13,7.92,9.51,236.736,9.51,9.51
539,DC,2014,74726,,D,51,63.8,120,78,110.1,99.7,34.1,22,21.6,45,22.6,15.5,12.2,6.5,33.4,29,58.7,44.3,77.6,71.9,22.5,,,,,
540,DE,2014,62955,8.47,D,20.7,65.6,124.7,151.5,144.1,68.5,17.7,7.8,21.2,34,24.7,17.9,10.3,3.7,35.3,20.9,72.7,103.6,103.8,47.6,11.4,7.92,8.47,236.736,8.47,8.47
541,FL,2014,50498,8.66,R,18.7,76.9,132.7,155.1,134.6,71.5,17.8,6.8,23.1,36.2,30.7,20.2,12.1,4.1,42.9,22.5,77.4,101.1,93.6,48.5,11.1,7.92,8.66,236.736,8.66,8.66
542,GA,2014,54236,5.63,R,20.1,79.6,138.5,155,128.1,64.6,15.9,4.7,15.4,27.3,23.9,16,9.1,3.1,52.2,28.3,90.4,107.3,92.1,45.5,10.3,7.92,7.92,236.736,5.63,5.63
543,HI,2014,77951,7.92,D,18.5,75.9,132.5,149.5,138.7,85.2,25.8,6.3,19.5,27.1,19.4,12.7,8.9,3.3,45.4,23.5,85.6,106.9,104,62.8,18.5,7.92,7.92,236.736,7.92,7.92
544,IA,2014,63271,7.92,R,13.3,48.9,106.8,183,140.6,56.7,10.9,2.7,6.8,11.6,10.4,6.8,4.1,1.6,34.5,19.7,78.4,143,111,43.5,7.6,7.92,7.92,236.736,7.92,7.92
545,ID,2014,58486,7.92,R,12.5,63.6,148.4,175,129.4,57.6,13.1,1.5,8.3,11.3,8.6,5,3.3,1.2,45.4,23.2,113.3,138,103.2,45,9.8,7.92,7.92,236.736,7.92,7.92
546,IL,2014,60103,9.01,D,18.4,70.4,115.3,143,143.3,75.7,18,5.5,18.3,29,23.6,15.2,9.4,3.5,41.9,22.8,69.6,97.5,105.4,54.4,11.8,7.92,9.01,236.736,9.01,9.01
547,IN,2014,52600,7.92,R,17,72.2,125.5,163.4,123.5,52.1,10.9,2.5,8.9,14,12.9,7.7,4.7,1.5,52,28,91.8,124.3,95.8,39,7.7,7.92,7.92,236.736,7.92,7.92
548,KS,2014,58492,7.92,R,16.2,69.4,120.5,171.7,136.5,58.5,11.9,1.8,7.6,11.8,10.8,6.8,4.4,1.6,50.9,27.6,89.6,133.2,107.5,44.7,8.5,7.92,7.92,236.736,7.92,7.92
549,KY,2014,46828,7.92,D,20.4,88.1,137.6,156,111.8,46.9,9,2.6,7.3,10.7,9.5,6.1,3.8,1.3,66.7,35.3,104.9,121.4,87.6,35.6,6.4,7.92,7.92,236.736,7.92,7.92
550,LA,2014,46412,0,R,22.4,93.3,148.3,158.8,115.7,51.4,10.6,3.3,10.6,17.8,16.5,10.4,5.8,1.9,68,35.9,107.2,117.2,86.9,37.5,7.1,7.92,7.92,236.736,0,0
551,MA,2014,69116,8.74,D,10.5,35.4,77.4,113.1,152.2,90.2,21.9,4.3,13.6,27.5,23.5,16.5,10.6,4,17.1,10.5,39.3,72.7,111.8,65.5,14.6,7.92,8.74,236.736,8.74,8.74
552,MD,2014,83359,7.92,D,19,66,128.1,153.5,154.9,88.1,21.4,8,25.6,44.8,33.4,20.9,13.1,4.2,31.5,17.9,65.6,97.3,109.9,61.3,14,7.92,7.92,236.736,7.92,7.92
553,ME,2014,56594,8.19,R,12.5,48.5,107.7,141.1,121,56.2,12.2,4.1,11,20,16.8,10.2,5.5,2.4,30.3,16.4,71.4,102.2,91.5,41.8,8,7.92,8.19,236.736,8.19,8.19
554,MI,2014,56917,8.9,R,15.5,64.4,119.6,166.5,138.1,61.9,13.5,4.4,16.1,27.4,24.1,15,8.8,2.8,38.9,21,74.5,116.7,101.4,43.5,8.7,7.92,8.9,236.736,8.9,8.9
555,MN,2014,73596,7.1,R,10.8,43.5,94.5,161.4,155.4,72.8,15.9,2.4,8.6,16,14,8.8,5.7,2.2,28.3,15.5,64.1,121.6,121.4,55.4,11.2,7.92,7.92,236.736,7.1,8.74
556,MO,2014,61979,8.19,D,16.6,71.5,123.8,152,122.2,53.1,11.3,2.3,9.7,15.2,11.6,7.1,4.7,1.6,50.7,27.3,89.2,116,95.3,39.9,8,7.92,8.19,236.736,8.19,8.19
557,MS,2014,38876,0,R,24.3,92.5,154.4,155.2,100.7,40.1,8.1,3,10.6,17.6,15.2,9.1,4.3,1.2,67.4,37.8,112.5,115.5,75.6,29.5,5.7,7.92,7.92,236.736,0,0
558,MT,2014,55929,8.63,D,19.5,69,115.9,165.2,129.7,57.2,14,3.5,11.6,14.6,12.6,7.3,4.3,1.6,46.8,26.6,83.2,126.1,101.4,43.7,10.2,7.92,8.63,236.736,8.63,8.63
559,NC,2014,51203,7.92,R,19.1,70.4,132.5,151.1,127.5,61.5,13.9,4,14,25.9,21.4,13.7,7.6,2.6,45.8,26,86.7,106.2,93.7,44.2,9.2,7.92,7.92,236.736,7.92,7.92
560,ND,2014,66466,7.92,R,12.9,59.7,110.9,196.9,158.7,66.1,12.5,2.1,7.3,11.3,10.8,6.3,4.5,1.7,43.1,24.4,82.1,154.1,126.5,50.9,8.8,7.92,7.92,236.736,7.92,7.92
561,NE,2014,62242,7.92,R,13.6,54.9,112.9,184.7,153.4,65.5,14,1.8,6.3,11.6,10.2,6.3,4.1,1.7,39.9,22.3,83.4,144.5,122,50.8,10.1,7.92,7.92,236.736,7.92,7.92
562,NE,2014,62242,7.92,R,13.6,54.9,112.9,184.7,153.4,65.5,14,1.8,6.3,11.6,10.2,6.3,4.1,1.7,39.9,22.3,83.4,144.5,122,50.8,10.1,7.92,7.92,236.736,7.92,7.92
563,NH,2014,80330,7.92,D,9.2,34.2,78.7,136,135.7,63.1,11.9,3.5,10,18.3,17.6,10.9,6.5,2.5,19.3,11,48.8,97.2,103.1,46.7,7.7,7.92,7.92,236.736,7.92,7.92
564,NJ,2014,71406,9.01,R,15.8,57.9,118.4,167.1,175.2,97.5,25.3,8,25.1,46.9,45.8,27.1,16.7,6.6,25.2,13.2,55.7,97.3,121.2,65.9,15,7.92,9.01,236.736,9.01,9.01
565,NM,2014,51096,8.19,R,28.3,92.8,140,149.4,108.4,53.6,13,5.3,12.8,17.5,15.3,9.6,5.5,2,65.6,37.3,100.6,110.5,81.6,39.6,9.1,7.92,8.19,236.736,8.19,8.19
566,NV,2014,54586,7.92,R,20.9,94.7,149.5,159.5,135,68.8,18.4,5.5,23.3,35.1,31.2,21.6,10.8,4.2,57.5,28.9,92.4,104.3,92.7,47.5,11.5,7.92,7.92,236.736,7.92,9.01
567,NY,2014,59440,8.74,D,21.6,69.9,127.4,151.1,158.8,98.7,27.7,11.8,32.6,50.9,42.7,30.3,19.2,7,28.4,16.2,59.5,86.7,104.5,64.7,16.6,7.92,8.74,236.736,8.74,8.74
568,OH,2014,54333,7.92,R,16.8,68,125.3,155,130.8,58.4,11.8,3.7,10.9,19.9,16.6,10.5,6.3,2,46.7,25.1,86.2,113.9,99.4,42.8,8,7.92,7.92,236.736,7.92,8.69
569,OK,2014,51657,2.19,R,23.3,97.2,144.1,162.5,112.2,47.2,10.4,2.9,9.3,11.9,10.3,6.8,3.6,1.6,72.5,38.6,109.2,126,87.3,36,7.2,7.92,7.92,236.736,2.19,7.92
570,OR,2014,64436,9.94,D,15.3,59.8,106.7,139.4,125.2,66.2,16.9,4.6,13,20.3,17.7,11.1,7,2.9,37.9,20.1,70.3,100,94.2,48.8,11.4,7.92,9.94,236.736,9.94,9.94
571,PA,2014,60385,7.92,R,15.7,54.9,110.6,145.6,141.6,68.8,15,4.4,14.2,26.7,22.5,14,8.5,2.7,32.7,19.3,67.7,100.8,105.1,49.5,10,7.92,7.92,236.736,7.92,7.92
572,RI,2014,64171,8.74,D,13.3,41.2,90.9,127.1,137.3,72.9,16.4,3.8,10.9,27.2,23.5,16.8,10.5,3.8,24.3,15.8,50.8,84.4,99,51.1,10.2,7.92,8.74,236.736,8.74,8.74
573,SC,2014,49173,0,R,21.2,74.4,129.7,147.8,119.9,54.4,12.1,4.7,13,20.2,18,12.4,7.1,2.2,50.1,28.5,89.6,106.6,88.6,38.8,8,7.92,7.92,236.736,0,0
