,State,Year,income,State.MinWage.Adj,Party,pregnancyrate1517,pregnancyrate1819,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionrate1517,abortionrate1819,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthrate1819,birthrate1519,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value.2020.Dollars
220,NE,2008,61137,7.03,R,25.6,86.3,142,191,140.9,59.1,13.9,3.8,11.3,15.4,11.3,7.3,4.6,1.6,61.6,35.8,104.2,148.9,110.8,45.1,10.2,7.03,7.03,215.303,7.03,7.03
221,NH,2008,79754,7.81,D,14.3,60.5,107.8,147.6,139.2,57.3,12.4,4.7,16.3,23.5,18.4,11.1,6,2.1,35.5,19.1,68.2,106.1,105.8,42.3,8.4,7.03,7.81,215.303,7.81,7.81
222,NJ,2008,78706,8.59,D,34.6,108.6,163.6,185,176.7,91.1,22.6,18.7,49.8,66.7,51,29,15.7,5.7,44.9,24,75.3,107.4,120.7,61.6,13.6,7.03,8.59,215.303,8.59,8.59
223,NM,2008,50741,7.81,D,55.7,148.8,201.5,169.4,119.1,53.9,15.1,11.4,26.6,35.2,22.5,13.8,7.4,2.9,99.6,61.4,135.6,120.5,86.7,38.2,9.9,7.03,7.81,215.303,7.81,7.81
224,NV,2008,65977,7.6,R,48.5,144,191,176.5,135.7,69.7,18.9,14.6,38,46.9,32.1,22.6,13.2,5.1,85.1,49.1,116.2,117.7,92.4,46,11.1,7.03,7.6,215.303,7.6,7.6
225,NY,2008,60815,8.59,D,42.2,113.8,164.9,173.2,164.6,92.2,25.6,24.4,55.9,67.3,52.2,36,20.4,7.3,43.6,25.5,75.7,96.5,104.2,58.1,14.7,7.03,8.59,215.303,8.59,8.59
226,NY,2008,60815,8.59,D,42.2,113.8,164.9,173.2,164.6,92.2,25.6,24.4,55.9,67.3,52.2,36,20.4,7.3,43.6,25.5,75.7,96.5,104.2,58.1,14.7,7.03,8.59,215.303,8.59,8.59
227,NY,2008,60815,8.59,D,42.2,113.8,164.9,173.2,164.6,92.2,25.6,24.4,55.9,67.3,52.2,36,20.4,7.3,43.6,25.5,75.7,96.5,104.2,58.1,14.7,7.03,8.59,215.303,8.59,8.59
228,OH,2008,56564,8.41,D,31.8,108.4,159.4,163.9,127.2,52.8,11.2,8,22.5,29.4,21.3,12.6,6.5,2.1,69.7,39.5,105.9,117.1,94.5,38.1,7.4,7.03,8.41,215.303,8.41,8.41
229,OH,2008,56564,8.41,D,31.8,108.4,159.4,163.9,127.2,52.8,11.2,8,22.5,29.4,21.3,12.6,6.5,2.1,69.7,39.5,105.9,117.1,94.5,38.1,7.4,7.03,8.41,215.303,8.41,8.41
230,OH,2008,56564,8.41,D,31.8,108.4,159.4,163.9,127.2,52.8,11.2,8,22.5,29.4,21.3,12.6,6.5,2.1,69.7,39.5,105.9,117.1,94.5,38.1,7.4,7.03,8.41,215.303,8.41,8.41
231,OK,2008,55572,2.4,D,41.8,133.2,183.7,169,106.9,45.5,9.6,5,15.5,19.8,13.8,9.3,6,1.7,96.8,57.8,134.9,128.2,80.5,32.4,6.4,7.03,7.03,215.303,2.4,7.03
232,OK,2008,55572,2.4,D,41.8,133.2,183.7,169,106.9,45.5,9.6,5,15.5,19.8,13.8,9.3,6,1.7,96.8,57.8,134.9,128.2,80.5,32.4,6.4,7.03,7.03,215.303,2.4,7.03
233,OR,2008,62341,9.55,D,32.5,101.1,147.7,156.3,129.3,63.9,15,9.8,25.3,28.9,22.1,14.8,8.7,3.2,61.1,35.6,96.6,110,94.2,45.3,9.6,7.03,9.55,215.303,9.55,9.55
234,OR,2008,62341,9.55,D,32.5,101.1,147.7,156.3,129.3,63.9,15,9.8,25.3,28.9,22.1,14.8,8.7,3.2,61.1,35.6,96.6,110,94.2,45.3,9.6,7.03,9.55,215.303,9.55,9.55
235,PA,2008,61949,8.59,D,30.8,90.4,141.1,162.1,142.4,65.5,14.2,10,28.4,38.9,27.9,17.5,9.4,3,49.4,30.4,81.9,109.5,102.6,46,9.1,7.03,8.59,215.303,8.59,8.59
236,PA,2008,61949,8.59,D,30.8,90.4,141.1,162.1,142.4,65.5,14.2,10,28.4,38.9,27.9,17.5,9.4,3,49.4,30.4,81.9,109.5,102.6,46,9.1,7.03,8.59,215.303,8.59,8.59
237,RI,2008,64165,8.89,R,32,77.2,119.4,149.3,140.8,67.8,15.1,10.4,27.4,38.6,30.1,17.9,9.5,3.9,39.2,27.6,64.2,96.8,100.9,47.7,9,7.03,8.89,215.303,8.89,8.89
238,SC,2008,50805,0,R,43.2,121.4,170.4,161.9,116.7,51.8,11.1,9.7,19.4,27.6,20.9,13.1,7.4,2.5,83.4,51.2,116.7,115.8,85.3,36.4,7,7.03,7.03,215.303,0,0
239,SD,2008,62188,7.03,R,28.5,87.9,152.4,197.1,141.3,54.3,11.1,3.5,8.3,12.1,8.3,6.6,3.5,1.3,65.6,39.1,116,156.6,111.7,42.1,8.1,7.03,7.03,215.303,7.03,7.03
240,TN,2008,47848,0,D,39,129.5,176.4,156.1,110.1,46.3,9.5,6.8,19.4,26.3,19.2,11.4,6.1,1.8,90.1,52.2,122.9,112.5,81.3,33,6.3,7.03,7.03,215.303,0,0
241,TX,2008,56029,7.03,R,50.4,147.2,189.5,173.5,132.4,62.1,14.7,7.6,24.9,32.7,22.7,13.9,7.9,2.7,99.8,60.7,127.9,123.8,97.6,44.6,9.8,7.03,7.03,215.303,7.03,7.03
242,US,2008,60624,,R,37,113.8,164.3,169.3,139.2,67.4,16.5,10.6,29.1,38.4,28.4,18.1,10.2,3.5,68.2,40.2,101.8,115,99.4,46.8,10.6,,,,,
243,UT,2008,75369,7.03,R,25.3,78,166,221.3,158.3,68,16.2,3.2,9.3,10.4,8.8,5.8,4.3,2.1,56.5,34.6,128.7,176.3,126.6,52.7,11.6,7.03,7.03,215.303,7.03,7.03
244,VA,2008,74703,7.03,D,27,96.9,151.1,164.1,143.1,71.2,17.6,8.2,25.5,37.9,29.8,18.4,10.5,3.6,57.4,32.5,91.2,109.4,102.4,49.7,11.4,7.03,7.03,215.303,7.03,7.03
245,VT,2008,61110,9.23,R,16.3,65.9,117.3,149.4,127.9,58,11.6,6.9,20.1,30.2,20.4,14.3,7.2,2.8,36.5,20.3,70.1,105.8,93.5,41.7,7.2,7.03,9.23,215.303,9.23,9.23
246,WA,2008,68251,9.7,D,31.6,104.6,157.2,163.2,139.3,69.1,18.2,11.6,31.3,37.1,24.7,15.5,9.7,3.7,58.6,32.8,97.1,113.4,101.9,48.7,11.7,7.03,9.7,215.303,9.7,9.7
247,WI,2008,61705,7.81,D,23.3,77.3,124.5,166.9,134,56.9,11.7,4.7,13,17.2,12.9,7.5,4.8,1.6,52.5,30.3,88,127.3,104.9,43,8.3,7.03,7.81,215.303,7.81,7.81
248,WV,2008,45790,7.87,D,32.1,110.3,157.7,151.3,92.4,36.9,7.6,4.3,12.5,15.5,12.1,6.9,4.1,0.9,80.4,46.9,117.2,115,70.7,26.9,5.5,7.03,7.87,215.303,7.87,7.87
249,WY,2008,64281,6.19,D,33.3,116.8,178.8,176.3,117,50.6,11.3,5.6,15.9,18.8,13.1,9.2,5.8,2.1,82.8,47.5,131.8,134.9,89.1,36.9,7.5,7.03,7.03,215.303,6.19,6.19
250,AK,2009,74503,8.62,R,30.8,124.6,185.4,184.2,135.5,69.6,16.4,8,23.6,27.7,20.3,11.2,8.2,2.4,82.2,43.2,129.1,134.9,102.7,50.4,11.5,7.9,8.62,214.537,8.62,8.62
251,AL,2009,48351,0,R,37.4,112.7,160.6,155.3,103.8,40.4,8.6,6.4,15.5,21.9,16.3,9.6,5.2,1.4,79.8,48.3,113.8,114.5,77.7,28.8,5.9,7.9,7.9,214.537,0,0
252,AR,2009,44189,7.54,D,41.5,132.1,180.3,156.6,98.1,38.4,8,5.9,13.7,18.9,14.5,8.8,5.2,1.6,97.5,57.8,133,117.2,73.6,27.2,5.2,7.9,7.9,214.537,7.54,7.54
253,AZ,2009,55316,8.74,D,38.2,118.6,167.8,167.1,131,62.8,15.6,5.6,20.8,28.5,19.4,12.2,7.6,2.6,79.7,48.6,113.7,121.4,98,45.4,10.7,7.9,8.74,214.537,8.74,8.74
254,AZ,2009,55316,8.74,R,38.2,118.6,167.8,167.1,131,62.8,15.6,5.6,20.8,28.5,19.4,12.2,7.6,2.6,79.7,48.6,113.7,121.4,98,45.4,10.7,7.9,8.74,214.537,8.74,8.74
255,CA,2009,67888,9.65,R,37.1,110.5,160.3,167,150.2,83.8,24.1,13.1,36.9,50.3,36.7,23.7,13.6,5.1,58.3,34.9,87.5,105.5,103.4,57.3,15.4,7.9,9.65,214.537,9.65,9.65
256,CO,2009,67641,8.78,D,32.5,102.5,142.6,148.8,134,69.4,17.8,7.5,24,28.9,18.9,11.8,7.1,3,63.4,37.7,92.3,106.6,100.8,51.3,12.1,7.9,8.78,214.537,8.78,8.78
257,CO,2009,67641,8.78,D,32.5,102.5,142.6,148.8,134,69.4,17.8,7.5,24,28.9,18.9,11.8,7.1,3,63.4,37.7,92.3,106.6,100.8,51.3,12.1,7.9,8.78,214.537,8.78,8.78
258,CT,2009,78430,9.65,R,27.7,86.3,130.1,154.5,153.2,79.4,20,14,37,50.1,36.7,21.6,11.7,3.8,37.9,21.2,62.5,95.1,107.8,55.4,13.2,7.9,9.65,214.537,9.65,9.65
259,DC,2009,64268,,D,93.2,105,116.3,110.3,127.5,101.8,34.4,38.9,37.8,46.6,36.5,26.6,17.9,8.5,52.8,48.5,54.2,58.5,81.8,68.4,20.9,,,,,
260,DE,2009,63026,8.62,D,40.1,106.1,176.8,190.5,149,70.3,20.7,17.2,37.9,58.8,47.2,28.4,15.5,8.2,53.7,33.5,93.4,115.5,98.1,44.4,9.7,7.9,8.62,214.537,8.62,8.62
261,FL,2009,55186,8.69,R,35.7,112.6,165,165.5,132.1,65.2,17,12.8,34.2,46.4,35.2,22.8,12.3,4.3,62.5,36.6,95,105.7,89.2,43,10.2,7.9,8.69,214.537,8.69,8.69
262,GA,2009,52415,6.21,R,37.9,123.4,173.6,166,128,61.1,14.9,8.7,24,34.2,27.7,18.1,10.3,3.3,80.8,47,113.3,112.9,90,41.5,9.4,7.9,7.9,214.537,6.21,6.21
263,HI,2009,67301,8.74,R,35.3,123.9,167.1,166.2,145.6,84.6,23.1,13.8,38.9,41.1,28.6,17.4,11.5,4.8,67.6,37,101.6,112.4,105.4,60,14.8,7.9,8.74,214.537,8.74,8.74
264,IA,2009,61342,8.74,D,25,82.2,133.9,181.3,133.2,53.2,11.6,5.8,15.7,19.2,14.6,9.3,5.6,2,54.2,32.1,94,137.6,102.4,39.3,7.8,7.9,8.74,214.537,8.74,8.74
265,ID,2009,56573,7.9,R,24,90.1,169.8,183.8,130.1,54.4,13.6,3.8,12.7,15.9,10.2,7.1,4.5,2.4,63.4,35.9,126.9,143.9,101.9,41.3,9.1,7.9,7.9,214.537,7.9,7.9
266,IL,2009,63940,9.65,D,35,103.6,138.4,152.4,142.9,70.4,17.6,11.5,26.7,33.6,24.8,16.8,9.9,3.5,61.8,35.9,84.5,104.2,103.7,49.6,11.5,7.9,9.65,214.537,9.65,9.65
267,IN,2009,53582,7.9,R,29.6,97.2,149.8,164.9,117.2,46.5,10.6,4.8,12.8,18.3,13.6,8.7,5,1.5,69.3,40.8,108,125,89.7,34.2,7.4,7.9,7.9,214.537,7.9,7.9
268,KS,2009,54080,3.2,D,28.6,103.6,154,175,130.9,54.1,12.2,4.3,11.9,16.2,12.8,8.1,4.8,1.6,75.5,42.7,113.4,134.1,101.7,40.7,8.8,7.9,7.9,214.537,3.2,3.2
269,KS,2009,54080,3.2,D,28.6,103.6,154,175,130.9,54.1,12.2,4.3,11.9,16.2,12.8,8.1,4.8,1.6,75.5,42.7,113.4,134.1,101.7,40.7,8.8,7.9,7.9,214.537,3.2,3.2
270,KY,2009,51597,7.9,D,34.6,114,161.2,151.1,104.5,41.2,9.1,4.7,10.6,13.7,10.2,6.7,3.9,1.5,85.2,49.7,121.7,116.6,80.9,30.7,6.3,7.9,7.9,214.537,7.9,7.9
271,LA,2009,54946,0,R,40.1,126.4,175.9,159.5,109.4,46.6,10.6,7.2,21.1,27.2,19.4,12.1,6.7,1.9,85.9,51.7,121.6,115.2,80.1,32.7,7,7.9,7.9,214.537,0,0
272,MA,2009,71805,9.65,D,22,64.5,100.5,130.3,155.8,85.7,21,8.7,25,35.7,27.1,17.6,10.9,4.4,30.9,19.5,51,83.7,113.7,61.4,13.4,7.9,9.65,214.537,9.65,9.65
273,MA,2009,71805,9.65,D,22,64.5,100.5,130.3,155.8,85.7,21,8.7,25,35.7,27.1,17.6,10.9,4.4,30.9,19.5,51,83.7,113.7,61.4,13.4,7.9,9.65,214.537,9.65,9.65
274,MD,2009,77626,7.9,D,32.3,104.8,156.4,162.2,151.8,78.6,20.4,12.2,37.5,52.4,36.2,23.4,12.8,4.5,53,30.7,82.3,101.9,105.1,53.8,12.9,7.9,7.9,214.537,7.9,7.9
275,ME,2009,57448,8.74,D,18.3,72.4,133.2,152.8,113.7,49.4,10.6,6,17.3,25.5,19.4,9.1,5.4,2,44.5,24,87.6,109.6,86.4,36.2,7,7.9,8.74,214.537,8.74,8.74
276,MI,2009,55625,8.92,D,29.2,95.7,141.6,167.2,132.6,55.2,13,9.5,26.9,34,25.5,16.1,8.8,2.9,55,31.9,86.9,116,95.8,38,8.2,7.9,8.92,214.537,8.92,8.92
277,MN,2009,67835,6.33,R,18.5,69.4,120.9,168.4,148.6,66.6,15.5,4.7,15.7,22.6,16.3,10.2,6.2,2.2,43.5,24.1,80.1,125.4,114.4,49.8,10.9,7.9,7.9,214.537,6.33,7.41
278,MO,2009,58981,8.5,D,29.1,103.4,155,158.4,119.7,49.6,10.8,5.3,17.2,23.4,15.8,10.6,5.5,2.1,70.4,40.6,107.7,117.5,90,36.3,7.1,7.9,8.5,214.537,8.5,8.5
279,MS,2009,42423,0,R,46.5,140.6,190,161.1,98.2,38.5,8.3,4.6,18,26.4,20.1,10.9,4.9,1.4,100.7,62.2,134.1,115.9,71.9,27.6,5.6,7.9,7.9,214.537,0,0
280,MT,2009,48904,4.82,D,29.5,98.7,145.1,166.1,122.8,53.5,12.2,6.6,16.8,20.5,16,9.2,6.2,2.2,66.9,38.4,102.1,123.8,93.9,39,8.1,7.9,7.9,214.537,4.82,8.32
281,NC,2009,50681,7.9,R,35.4,111.6,160.7,156,121.2,55,12.5,7.6,22.2,30.2,21.8,13.2,6.9,2.2,72.6,43.7,106.2,110,88.8,39.5,8.4,7.9,7.9,214.537,7.9,7.9
282,ND,2009,60560,7.9,R,20.6,67.3,113.2,182.5,133,57.4,11.1,4.6,10,13.3,11.6,6.2,3.7,1.1,46.9,28.7,82.1,141.4,105.1,44.5,8.2,7.9,7.9,214.537,7.9,7.9
283,NE,2009,59980,7.9,R,24.7,83.1,138.6,182.4,142.9,60.8,13.1,3.9,10.4,14.4,9.7,6.9,3.9,1.7,59.7,34.8,102.3,143.1,112.8,47,9.3,7.9,7.9,214.537,7.9,7.9
284,NH,2009,77559,8.74,D,13.4,52.3,105.6,151,135.3,58.3,12.3,4.7,15,23.4,18.9,10.9,6.1,2.4,29.8,16.4,66.6,108.6,102.7,42.9,8.1,7.9,8.74,214.537,8.74,8.74
285,NJ,2009,78341,8.62,D,28.5,96.4,156.2,177.9,175.4,90.4,23.8,14.3,42.8,63.4,47.6,29.1,15.9,6.3,41,22,72,104.6,119.5,60.7,14,7.9,8.62,214.537,8.62,8.62
286,NM,2009,52659,9.04,D,53,144.4,184.4,165.6,111.6,52.8,16.7,10.9,24,30.9,21.9,13.1,7.4,4.7,98.3,60.3,125.3,118,80.9,37.2,9.5,7.9,9.04,214.537,9.04,9.04
287,NV,2009,62204,7.9,R,42.7,131,180.1,168.3,132.9,68.9,18.9,13,36,44.9,32,22.4,14.1,4.9,76.2,44,108.9,110.9,90.2,44.5,11.3,7.9,7.9,214.537,7.9,8.26
288,NY,2009,60731,8.62,D,39.8,107.2,157.5,169.2,163.7,91.4,26.4,23,52.7,64.3,50.5,34.8,19.8,7.3,41,24.2,72.3,94.8,104.5,58,15.4,7.9,8.62,214.537,8.62,8.62
289,NY,2009,60731,8.62,D,39.8,107.2,157.5,169.2,163.7,91.4,26.4,23,52.7,64.3,50.5,34.8,19.8,7.3,41,24.2,72.3,94.8,104.5,58,15.4,7.9,8.62,214.537,8.62,8.62
290,NY,2009,60731,8.62,D,39.8,107.2,157.5,169.2,163.7,91.4,26.4,23,52.7,64.3,50.5,34.8,19.8,7.3,41,24.2,72.3,94.8,104.5,58,15.4,7.9,8.62,214.537,8.62,8.62
291,OH,2009,55486,8.8,D,29.9,102,151.7,161.1,125.4,52.4,11.6,7.3,20.3,28,19.4,12.7,7,2.1,66.4,37.9,100.8,116.5,92.8,37.3,7.7,7.9,8.8,214.537,8.8,8.8
292,OK,2009,55484,2.41,D,41.3,130.6,175.6,165.4,106.5,44.9,10,5.5,14,18.1,12.7,9,4.9,1.9,96,57.4,129.7,126.2,80.5,32.9,6.6,7.9,7.9,214.537,2.41,7.9
293,OR,2009,59379,10.13,D,28.1,91.9,135.1,148.2,125,62.8,15.8,8.2,22.7,27.8,20.4,13.1,8.4,3.2,55.8,32.5,87.2,104.9,92.2,44.6,10.2,7.9,10.13,214.537,10.13,10.13
294,PA,2009,58259,8.62,D,28.7,83.8,133.4,158.8,141.7,63.9,15,9.5,25.6,36.7,26.7,17,9.2,3.3,46.4,28.7,77.5,107.8,102.5,44.8,9.4,7.9,8.62,214.537,8.62,8.62
295,PA,2009,58259,8.62,D,28.7,83.8,133.4,158.8,141.7,63.9,15,9.5,25.6,36.7,26.7,17,9.2,3.3,46.4,28.7,77.5,107.8,102.5,44.8,9.4,7.9,8.62,214.537,8.62,8.62
296,RI,2009,62446,8.92,R,30.9,68,111.7,142.7,134.3,66.9,16,9,24.1,35.5,28.3,18.6,10.9,2.6,34.5,25.8,60.5,93,94.9,45.8,10.9,7.9,8.92,214.537,8.92,8.92
297,SC,2009,49707,0,R,39.3,114,158.8,155.8,115,50.3,11.3,9.4,19.9,26.5,20.3,13.3,6.9,2.4,76.8,47,108,111.2,83.6,35.6,7.2,7.9,7.9,214.537,0,0
298,SD,2009,55422,7.9,R,25.1,91.4,148.3,187.2,139.1,54.5,11.9,2.9,9.1,11.2,8.3,5.3,3.1,1,67.8,38.7,113.3,148.4,111.1,42.6,9,7.9,7.9,214.537,7.9,7.9
299,TN,2009,49001,0,D,35.1,119.4,164.4,151.6,105.8,45.8,9.8,6.3,17.2,24.7,18.3,10.6,5.9,1.8,83.8,48.4,114.3,109.6,78.4,32.7,6.6,7.9,7.9,214.537,0,0
300,TN,2009,49001,0,D,35.1,119.4,164.4,151.6,105.8,45.8,9.8,6.3,17.2,24.7,18.3,10.6,5.9,1.8,83.8,48.4,114.3,109.6,78.4,32.7,6.6,7.9,7.9,214.537,0,0
301,TX,2009,57416,7.9,R,47.3,140.3,181.5,170,130.1,62.1,15.5,7.2,23.3,31.1,22.2,13.5,7.8,2.8,95.5,57.9,122.8,121.3,96,44.5,10.3,7.9,7.9,214.537,7.9,7.9
302,US,2009,60200,,D,34.1,105.9,155,163.3,136,66.1,16.9,9.6,26.4,36,26.9,17.3,9.9,3.6,64,37.9,96.2,111.5,97.5,46.1,10.8,,,,,
303,UT,2009,70738,7.9,R,21.9,69.1,153.9,210.3,157.5,67.8,15.5,2.5,8,10.4,7.9,5.6,4.4,1.8,50.3,30.7,118.7,168,126,52.5,11.3,7.9,7.9,214.537,7.9,7.9
304,VA,2009,73169,7.9,D,25.4,90.5,145.1,157.3,143.6,71.6,17.6,7.7,24.6,36.6,28.4,18.9,10.7,3.6,52.9,30.4,87.4,105.1,102.3,49.9,11.4,7.9,7.9,214.537,7.9,7.9
305,VT,2009,63273,9.72,R,13.5,55,112.8,140.6,124.4,58.1,15,5.2,16.8,29.6,21.5,12.2,7.3,3.4,30.5,17.3,66.9,97.5,92.5,41.7,9.4,7.9,9.72,214.537,9.72,9.72
306,WA,2009,73038,10.31,D,28.7,95.7,148.7,159.8,137.5,68.2,18.9,10.7,27.9,34.7,23.8,14.9,9,3.8,54.2,30.4,92.2,111.3,100.9,48.6,12.3,7.9,10.31,214.537,10.31,10.31
307,WI,2009,61966,7.84,D,21.4,75.6,119.2,163.5,132.8,55.3,11.8,4.3,12.3,17,13.3,7.2,4.1,1.5,51.8,29.4,83.8,124,104,42.3,8.5,7.9,7.9,214.537,7.84,7.84
308,WV,2009,48968,8.74,D,34.7,111.5,159.4,149,94.4,35.9,7.2,5.1,13.8,18,13.8,8.6,3.8,1.1,80.2,48.2,116.4,111.6,70.8,26.4,5,7.9,8.74,214.537,8.74,8.74
309,WY,2009,63457,6.21,D,28.2,108,163.9,170.4,118.3,47.6,12.6,4.9,14.4,17.8,12.5,8.7,5.6,2.3,76.9,43.4,120.2,130.6,90.6,34.5,8.4,7.9,7.9,214.537,6.21,6.21
310,AK,2010,68825,9.19,R,29.5,121.5,191.1,177.1,140.4,62.7,17.9,9,29.7,29.1,18.6,11.8,6.9,2.4,74,38.5,132.6,130.6,106.1,46,12.7,8.6,9.19,218.056,9.19,9.19
311,AL,2010,48701,0,R,33.9,102.7,148.8,152.4,101.8,40.2,9.1,5.7,13.8,20.8,16,9.5,4.6,1.3,72.9,44,104.9,112.3,76.1,29.3,6.3,8.6,8.6,218.056,0,0
312,AR,2010,45909,7.41,D,35.6,125.5,166.9,153.7,98.8,39.7,8.5,5.4,13.7,17.7,13.7,9.4,5.2,1.7,92.1,52.7,122.9,115.5,73.7,28.3,5.5,8.6,8.6,218.056,7.41,7.41
313,AZ,2010,55795,8.6,R,31.8,101.8,151,159,126,61.3,15.2,4.6,15.7,23.7,17.1,11.5,7.1,2.6,70.5,42,104.1,116.9,94.5,44.5,10.3,8.6,8.6,218.056,8.6,8.6
314,CA,2010,64584,9.49,R,32.4,101,147.9,161,146.4,83,23.9,11.4,33.1,46.5,34.7,22.7,13.1,4.9,53.8,31.7,80.6,102.4,101.2,57.2,15.4,8.6,9.49,218.056,9.49,9.49
315,CO,2010,71663,8.59,D,29.4,89.5,133.6,143.3,130.1,68.8,17.8,7.5,19.9,27.8,18.3,11,7.2,3,56.3,33.4,85.8,102.6,98.4,50.8,12.1,8.6,8.6,218.056,8.59,8.59
316,CT,2010,78522,9.79,R,23.6,74.7,120.4,146.8,154.2,79.8,19.6,12.2,31.6,46.2,36,21,11.2,3.9,33.3,18.4,58,89.4,109.2,56.3,12.7,8.6,9.79,218.056,9.79,9.79
317,DC,2010,67731,,D,80.3,97.6,105,91.4,124.2,98.7,33.9,33.9,31.9,37.1,25.8,20.3,16.4,7.1,52.1,45.5,53.6,52.5,84.9,67.2,21.7,,,,,
318,DE,2010,65692,8.6,D,39.9,103.6,166,186.7,149.6,72.9,17.3,18.8,40.2,56.7,44.9,27.7,15.9,5.3,49.5,30.7,86.4,114.5,99.3,46.2,9.5,8.6,8.6,218.056,8.6,8.6
319,FL,2010,52428,8.6,I,31.3,102.7,153.6,162,131.1,65.2,17.4,11.5,32.4,44.4,34.3,22.5,12.3,4.4,55.9,32.3,87.3,103.6,88.6,43,10.4,8.6,8.6,218.056,8.6,8.6
320,GA,2010,52489,6.11,R,34.1,107.9,160.2,158,124.9,59.7,15,7.8,21.1,32.6,26.1,17.4,9.8,3.1,70.6,41.5,103.7,107.7,88.1,40.8,9.7,8.6,8.6,218.056,6.11,6.11
321,HI,2010,70837,8.6,R,31.7,117.6,167,166.6,146,82.7,24.5,14.6,38.2,41.7,27.6,17.4,10.3,4.2,63,32.6,101,113.5,105.7,59.4,16.6,8.6,8.6,218.056,8.6,8.6
322,IA,2010,58317,8.6,D,21.8,73.6,128.2,176.9,131.7,52.7,12.6,5.3,13.6,18.8,14.6,9,5.8,2.2,48.9,28.6,89.5,134.1,101.5,38.6,8.5,8.6,8.6,218.056,8.6,8.6
323,ID,2010,55978,8.6,R,22,84.6,158.4,186.6,129.1,53.4,12.7,3.6,12,15.1,10.3,8,4.1,1.4,59.6,33.1,118.1,146,100.3,40.8,9.3,8.6,8.6,218.056,8.6,8.6
324,IL,2010,60354,9.79,D,32,94.8,128.6,145.3,139.5,68.6,17.5,10.2,24,30.4,22.5,15.1,8.8,3.3,57,33.1,79.3,100.5,102.4,49.1,11.6,8.6,9.79,218.056,9.79,9.79
325,IN,2010,54894,8.6,R,26.4,90.2,139.3,161.9,116.9,47.6,10.6,3.9,12.3,17.4,13.5,8.5,5,1.6,63.9,37.5,100.2,122.5,89.6,35.1,7.4,8.6,8.6,218.056,8.6,8.6
326,KS,2010,54793,8.6,D,26.3,91.3,146,167.4,127.3,55.2,12.9,2.9,9.1,13.5,10.4,6.8,4.1,1.4,67.8,39.2,109.2,130,99.8,42.3,9.4,8.6,8.6,218.056,8.6,8.6
327,KY,2010,48904,8.6,D,30.6,107,152.2,147.5,102.5,41.6,9.5,3.9,9.4,13.4,9.7,6.8,4,1.5,80.6,46.4,114.6,114.1,79.2,31,6.6,8.6,8.6,218.056,8.6,8.6
328,LA,2010,46758,0,R,35.9,116.5,161.7,152.5,105.7,44.8,10.4,6.9,15.8,24.1,18,11.5,6,2.2,82.6,48.2,112.7,110.6,77.5,31.8,6.7,8.6,8.6,218.056,0,0
329,LA,2010,46758,0,R,35.9,116.5,161.7,152.5,105.7,44.8,10.4,6.9,15.8,24.1,18,11.5,6,2.2,82.6,48.2,112.7,110.6,77.5,31.8,6.7,8.6,8.6,218.056,0,0
330,MA,2010,72497,9.49,D,18.8,57.9,94.6,125.7,153.9,85.6,21.7,7.2,23.4,34.8,26.7,17.4,11,4.4,26.8,17,46.9,80.3,112.3,61.2,14,8.6,9.49,218.056,9.49,9.49
331,MA,2010,72497,9.49,D,18.8,57.9,94.6,125.7,153.9,85.6,21.7,7.2,23.4,34.8,26.7,17.4,11,4.4,26.8,17,46.9,80.3,112.3,61.2,14,8.6,9.49,218.056,9.49,9.49
332,MD,2010,76384,8.6,D,29.4,99.4,149.4,162.8,152.1,80.6,21.1,11.9,38.6,53.9,37.2,24.4,13.7,4.8,47.5,27.3,75.2,101.5,104.5,54.6,13.2,8.6,8.6,218.056,8.6,8.6
333,ME,2010,57027,8.9,D,15,68,124.1,149.7,113.1,48.4,10.5,4.5,17.9,22.7,17.2,10.2,5.3,2,40.3,21.5,82.5,109,84.9,35.4,6.9,8.6,8.9,218.056,8.9,8.9
334,MI,2010,55057,8.78,D,26,89.5,134.2,163.6,130.8,56.5,13.2,8.2,23.3,31,23.8,15.4,8.9,2.9,53.2,30.3,83.4,114.6,94.9,38.9,8.4,8.6,8.78,218.056,8.78,8.78
335,MN,2010,62250,6.23,R,16.3,63.7,112.3,162,148.1,66.5,15.5,3.9,13.3,21.8,15.1,10.2,6,2.3,40.9,22.5,73.6,121.1,114,49.9,10.8,8.6,8.6,218.056,6.23,7.3
336,MO,2010,54511,8.6,D,25.3,95.1,142.1,155.8,117,49.4,11.1,4.4,15,20.4,14.3,8.7,5.5,1.8,65.5,37.2,99.7,116.7,89.6,36.2,7.6,8.6,8.6,218.056,8.6,8.6
337,MS,2010,45401,0,R,42.5,124.2,171.7,157.2,92.2,37.3,8.2,5.1,15.1,24,19,9.8,5.1,1.3,89.6,55.4,121,113.6,67.8,26.4,5.7,8.6,8.6,218.056,0,0
